ID,sector,diversity_2012,diversity_2013,diversity_2014,diversity_2015
3603,crop,0.6794799590652206,0.6772539421870062,0.6753584250639528,0.6731804469715301
3603,feed,0.7595921615713708,0.7626967987414603,0.7654842633664541,0.7670192783987912
3603,meat,0.75705139817902,0.7548697182403054,0.7722705160494273,0.7637912024658658
3604,animal,0.3681766216590016,0.3672094517465573,0.32507467114001004,0.3583884515488137
3604,crop,0.23254630436186066,0.23071998059062016,0.22914097794519314,0.2263293804073843
3604,feed,0.4825553069381585,0.4654685383857883,0.4582286085566893,0.4692630932126132
3604,meat,0.6191564522884889,0.6113128475768301,0.602616947031636,0.6129011089412721
3605,animal,0.5063255567979081,0.5051844566728607,0.4609191273897402,0.5023287031020666
3605,crop,0.4708408175123279,0.4697569115909802,0.4241793544361436,0.4667397738476284
3605,feed,0.6332104635295098,0.6197029625599819,0.5799789264720798,0.6220413787241625
